,0,1,2,3,4,5,mid
3790,supachalasai,92,tvshow,14,wahkor,12,588701
3791,supachalasai,44,mbk,4,siliconvalley,4,1696943
3792,ratchada,10,mbk,1,cartoon,1,4199259
3793,tvshow,68,bangrak,1,supachalasai,1,4453873
3794,bangrak,8,siam,8,silom,3,1694085
3795,wahkor,15,food,15,silom,14,2921401
3796,tvshow,20,bangrak,9,social,5,2169168
3797,ratchada,62,social,21,wahkor,19,2906044
3798,wahkor,17,siliconvalley,9,social,7,4188843
3799,social,60,food,55,blueplanet,42,1689006
3800,tvshow,50,korea,21,library,20,596132
3801,supachalasai,87,social,50,wahkor,29,596282
3802,social,20,sinthorn,18,blueplanet,16,416529
3803,silom,31,social,15,sinthorn,6,2930897
3804,sinthorn,160,jatujak,40,home,7,59848
3805,rajdumnern,79,library,6,wahkor,3,4160576
3806,bangrak,32,siam,22,tvshow,18,587091
3807,jatujak,74,gadget,4,wahkor,3,301042
3808,korea,42,isolate,19,sinthorn,1,4061039
3809,tvshow,82,camera,18,chalermkrung,4,4617781
3810,sinthorn,285,jatujak,39,social,27,2874396
3811,mbk,7,beauty,6,0,0,2878017
3812,siliconvalley,30,0,0,0,0,570927
3813,camera,25,food,15,wahkor,11,142098
3814,supachalasai,74,wahkor,20,region,10,325995
3815,siliconvalley,74,camera,29,wahkor,21,1738856
3816,tvshow,28,wahkor,23,region,23,433265
3817,klaibann,114,lumpini,67,blueplanet,57,4229026
3818,siam,18,bangrak,18,siliconvalley,8,4600994
3819,tvshow,52,korea,11,social,5,584842
3820,social,31,tvshow,23,bangrak,20,6159
3821,sinthorn,97,social,5,food,2,142778
3822,siliconvalley,26,mbk,3,home,3,219422
3823,cartoon,48,isolate,4,library,2,4446493
3824,social,50,tvshow,29,ratchada,11,432156
3825,sinthorn,59,blueplanet,4,mbk,1,583062
3826,blueplanet,57,ratchada,52,wahkor,28,1721769
3827,blueplanet,21,klaibann,8,tvshow,5,583917
3828,tvshow,20,region,19,wahkor,18,1673155
3829,ratchada,25,isolate,9,chalermthai,2,1672366
3830,social,23,home,12,ratchada,10,1671065
3831,tvshow,206,pantip,14,siam,2,626519
3832,bangrak,34,siam,15,social,15,2563946
3833,social,30,tvshow,13,sinthorn,11,148293
3834,korea,37,isolate,13,jatujak,2,619089
3835,ratchada,66,siliconvalley,18,social,7,2209082
3836,tvshow,53,klaibann,49,blueplanet,47,223313
3837,tvshow,84,family,31,blueplanet,24,2559016
3838,mbk,23,siliconvalley,13,lumpini,3,626284
3839,blueplanet,61,gallery,58,ratchada,6,1604720
3840,blueplanet,73,social,43,tvshow,28,3010214
3841,rajdumnern,16,0,0,0,0,1670989
3842,gadget,12,wahkor,10,social,6,4667345
3843,bangrak,36,beauty,22,siam,17,4660248
3844,camera,47,region,12,tvshow,11,396648
3845,wahkor,40,tvshow,7,library,6,331762
3846,home,55,social,12,sinthorn,10,4500264
3847,lumpini,17,siam,7,library,1,4503948
3848,sinthorn,73,supachalasai,48,ratchada,21,195423
3849,siliconvalley,29,mbk,7,home,2,1583147
3850,library,19,writer,17,0,0,400463
3851,wahkor,82,region,27,tvshow,25,2198833
3852,siam,12,bangrak,12,ratchada,4,4656265
3853,sinthorn,47,tvshow,16,food,10,1624444
3854,sinthorn,6,horoscope,5,social,5,4677060
3855,home,50,sinthorn,11,ratchada,8,329300
3856,tvshow,55,horoscope,8,beauty,6,605820
3857,korea,29,isolate,7,tvshow,1,2958406
3858,tvshow,73,korea,42,supachalasai,27,606474
3859,siliconvalley,83,mbk,5,silom,4,4141859
3860,blueplanet,22,klaibann,19,gallery,1,1652885
3861,supachalasai,36,sinthorn,7,home,1,4133218
3862,siliconvalley,14,gadget,12,0,0,4677272
3863,blueplanet,5,region,5,siam,4,609058
3864,horoscope,81,bangrak,4,social,1,2971039
3865,wahkor,13,library,9,chalermkrung,5,610796
3866,supachalasai,25,social,5,mbk,4,611737
3867,korea,71,tvshow,15,silom,11,613798
3868,supachalasai,61,wahkor,47,library,37,1630720
3869,chalermthai,39,social,27,tvshow,17,294723
3870,siam,24,bangrak,21,social,3,4105345
3871,supachalasai,43,mbk,1,0,0,437161
3872,klaibann,134,home,55,blueplanet,49,4439421
3873,korea,141,chalermkrung,11,tvshow,3,2119765
3874,chalermkrung,12,ratchada,3,blueplanet,3,313034
3875,bangrak,11,social,11,home,11,2018589
3876,home,29,sinthorn,16,social,15,4665631
3877,ratchada,31,supachalasai,16,sinthorn,5,511953
3878,isolate,32,chalermkrung,10,chalermthai,1,4349147
3879,ratchada,60,sinthorn,35,korea,15,313910
3880,siliconvalley,12,wahkor,8,home,5,2021301
3881,mbk,20,silom,9,supachalasai,3,4342672
3882,blueplanet,37,korea,17,klaibann,3,478255
3883,siliconvalley,25,silom,18,ratchada,14,478131
3884,isolate,120,korea,46,chalermkrung,41,4321385
3885,supachalasai,33,home,9,sinthorn,8,4611424
3886,tvshow,24,writer,2,library,1,4605288
3887,blueplanet,61,library,58,klaibann,42,213457
3888,supachalasai,35,ratchada,15,0,0,213670
3889,tvshow,120,writer,78,library,17,525589
3890,lumpini,19,family,5,sinthorn,3,4329223
3891,siliconvalley,24,korea,23,mbk,21,1905907
3892,blueplanet,59,region,24,ratchada,8,526402
3893,lumpini,9,mbk,3,isolate,2,4393971
3894,social,15,cartoon,8,sinthorn,8,1935988
3895,siam,21,bangrak,19,supachalasai,16,4357170
3896,jatujak,10,0,0,0,0,508991
3897,social,28,siam,21,bangrak,17,488467
3898,blueplanet,25,siliconvalley,2,tvshow,2,486280
3899,korea,128,chalermkrung,4,isolate,4,1991807
3900,mbk,23,sinthorn,10,camera,6,2740681
3901,sinthorn,300,silom,18,social,11,316915
3902,tvshow,26,home,1,library,1,190587
3903,social,13,chalermthai,12,isolate,11,4372212
3904,wahkor,18,beauty,14,social,7,1992059
3905,supachalasai,9,wahkor,5,tvshow,5,85436
3906,cartoon,51,mbk,22,siliconvalley,12,1959788
3907,chalermthai,17,silom,17,library,16,4390053
3908,siam,10,horoscope,8,silom,3,2747724
3909,tvshow,128,korea,113,wahkor,56,499555
3910,ratchada,19,social,10,sinthorn,5,1956261
3911,siliconvalley,67,cartoon,9,isolate,4,315523
3912,horoscope,34,bangrak,13,siam,12,1948448
3913,tvshow,182,region,29,religious,20,508328
3914,chalermthai,54,cartoon,34,wahkor,9,473827
3915,korea,163,tvshow,25,chalermkrung,22,471612
3916,social,35,silom,33,sinthorn,19,4675333
3917,family,25,lumpini,12,siam,1,4274467
3918,korea,195,food,41,isolate,25,460217
3919,supachalasai,87,tvshow,28,wahkor,20,117178
3920,supachalasai,11,0,0,0,0,2075469
3921,wahkor,251,tvshow,71,library,58,1810212
3922,mbk,19,gadget,10,0,0,458337
3923,bangrak,11,siam,10,home,2,1795331
3924,supachalasai,40,social,11,library,7,457879
3925,siliconvalley,120,mbk,33,social,13,187741
3926,tvshow,41,mbk,16,wahkor,9,4273396
3927,ratchada,65,horoscope,31,mbk,29,2054346
3928,siam,9,bangrak,8,isolate,3,4269828
3929,supachalasai,25,social,24,mbk,22,455394
3930,beauty,19,jatujak,14,home,10,454715
3931,tvshow,153,korea,89,wahkor,65,2654904
3932,tvshow,90,wahkor,37,region,35,560724
3933,blueplanet,50,food,29,region,14,451946
3934,isolate,156,chalermkrung,29,mbk,12,1760922
3935,social,48,tvshow,23,wahkor,21,563732
3936,horoscope,95,korea,38,siam,9,541974
3937,isolate,52,chalermkrung,28,social,10,541690
3938,blueplanet,66,klaibann,14,social,11,541329
3939,supachalasai,100,wahkor,39,religious,30,2720
3940,bangrak,41,siam,29,beauty,18,4319856
3941,blueplanet,28,camera,5,cartoon,3,188979
3942,supachalasai,200,tvshow,16,cartoon,15,4312905
3943,wahkor,58,library,12,social,10,469429
3944,supachalasai,12,tvshow,10,chalermthai,2,532707
3945,bangrak,66,siam,34,social,10,2685502
3946,korea,39,chalermkrung,11,lumpini,7,2682098
3947,rajdumnern,22,blueplanet,1,0,0,4666680
3948,religious,27,horoscope,21,silom,6,2823184
3949,isolate,39,chalermkrung,15,food,3,215297
3950,korea,74,tvshow,10,beauty,9,535430
3951,supachalasai,58,0,0,0,0,2068214
3952,supachalasai,26,camera,25,region,11,539193
3953,korea,51,tvshow,4,chalermkrung,4,130146
3954,sinthorn,200,ratchada,43,supachalasai,11,309652
3955,social,20,supachalasai,10,wahkor,9,4614220
3956,mbk,10,klaibann,10,lumpini,1,1833451
3957,food,23,blueplanet,19,region,16,9942
3958,siliconvalley,16,chalermthai,3,gadget,3,1981559
3959,tvshow,59,chalermkrung,3,beauty,3,3027925
3960,mbk,30,social,11,beauty,1,3189960
3961,jatujak,115,social,10,gadget,8,275143
3962,sinthorn,162,supachalasai,23,silom,3,178829
3963,bangrak,50,siam,42,theoldsiam,6,3867290
3964,tvshow,114,supachalasai,27,social,14,232635
3965,klaibann,168,blueplanet,108,library,11,712600
3966,supachalasai,29,sinthorn,1,0,0,3861542
3967,tvshow,109,chalermthai,12,social,6,1344196
3968,ratchada,38,wahkor,24,supachalasai,16,156800
3969,siliconvalley,29,mbk,5,social,4,3855401
3970,bangrak,228,siam,105,social,22,4584270
3971,wahkor,56,jatujak,44,tvshow,44,353881
3972,korea,148,chalermkrung,79,social,9,4560732
3973,ratchada,41,social,11,supachalasai,2,1323291
3974,sinthorn,81,tvshow,54,home,39,233472
3975,supachalasai,55,silom,21,library,19,722022
3976,ratchada,40,supachalasai,9,sinthorn,1,723818
3977,tvshow,49,siliconvalley,14,cartoon,13,3838503
3978,home,28,sinthorn,27,silom,1,3202792
3979,supachalasai,29,tvshow,2,wahkor,1,197888
3980,rajdumnern,107,wahkor,15,social,4,706245
3981,lumpini,39,blueplanet,9,region,7,2468129
3982,isolate,18,beauty,14,blueplanet,9,75169
3983,ratchada,46,social,20,food,20,1397558
3984,sinthorn,107,silom,69,social,44,4588476
3985,social,20,greenzone,10,region,10,2484316
3986,korea,81,chalermkrung,26,lumpini,6,3911859
3987,silom,27,sinthorn,7,chalermkrung,7,700098
3988,bangrak,7,siam,6,social,3,4667715
3989,tvshow,18,blueplanet,17,sinthorn,16,700302
3990,bangrak,13,siam,5,family,2,2348836
3991,supachalasai,53,mbk,9,ratchada,5,702465
3992,bangrak,17,cartoon,16,social,15,4555204
3993,chalermkrung,70,tvshow,70,wahkor,63,704323
3994,supachalasai,83,home,41,ratchada,35,200929
3995,isolate,52,chalermkrung,23,tvshow,7,2368765
3996,tvshow,15,chalermkrung,3,korea,1,360072
3997,supachalasai,104,tvshow,4,klaibann,2,705081
3998,supachalasai,26,mbk,1,tvshow,1,705088
3999,tvshow,32,cartoon,32,social,7,3169298
4000,korea,25,tvshow,13,beauty,10,3203663
4001,blueplanet,83,klaibann,23,ratchada,11,177944
4002,supachalasai,47,korea,42,camera,8,1402163
4003,family,14,lumpini,1,0,0,4638009
4004,tvshow,135,supachalasai,26,isolate,8,3759452
4005,supachalasai,67,sinthorn,35,isolate,11,755504
4006,wahkor,84,lumpini,69,ratchada,50,756498
4007,chalermthai,157,cartoon,66,tvshow,15,347302
4008,horoscope,87,siam,5,bangrak,5,2412495
4009,supachalasai,28,ratchada,25,rajdumnern,8,3257284
4010,korea,47,siam,32,bangrak,31,761962
4011,isolate,104,chalermkrung,19,tvshow,4,4571274
4012,korea,131,chalermkrung,6,isolate,5,1254835
4013,sinthorn,35,library,13,silom,10,1314285
4014,sinthorn,49,ratchada,41,social,18,2418827
4015,cartoon,61,isolate,2,social,1,4574478
4016,korea,184,mbk,18,tvshow,15,771069
4017,blueplanet,13,social,8,beauty,7,4667987
4018,sinthorn,61,home,4,social,3,1252521
4019,tvshow,165,pantip,5,isolate,3,4579539
4020,korea,32,isolate,11,tvshow,3,781211
4021,home,50,sinthorn,11,ratchada,10,92020
4022,supachalasai,83,tvshow,33,home,25,199848
4023,social,23,silom,23,rajdumnern,3,3238233
4024,social,47,library,14,supachalasai,12,749099
4025,korea,65,beauty,5,blueplanet,1,2455132
4026,korea,46,supachalasai,43,chalermkrung,7,3820831
4027,supachalasai,56,food,3,social,2,271900
4028,supachalasai,25,writer,6,library,5,352247
4029,siliconvalley,8,chalermthai,4,gadget,2,4635492
4030,siliconvalley,8,cartoon,1,isolate,1,1308518
4031,tvshow,37,siam,11,bangrak,6,3806950
4032,wahkor,34,supachalasai,29,tvshow,13,271028
4033,library,207,wahkor,184,silom,38,1302302
4034,supachalasai,21,cartoon,9,wahkor,6,738471
4035,sinthorn,69,silom,8,social,7,17143
4036,bangrak,34,siam,1,social,1,4670597
4037,tvshow,219,social,7,chalermthai,6,1300569
4038,supachalasai,66,wahkor,60,library,16,3794506
4039,social,12,ratchada,12,siam,3,1294360
4040,silom,25,sinthorn,19,social,5,745176
4041,wahkor,27,library,23,social,21,4566674
4042,mbk,8,sinthorn,3,siam,2,4663550
4043,sinthorn,126,home,17,social,15,365193
4044,mbk,31,siliconvalley,5,social,4,702071
4045,rajdumnern,17,0,0,0,0,278518
4046,tvshow,77,chalermkrung,64,wahkor,32,379818
4047,social,18,sinthorn,14,tvshow,14,1545798
4048,supachalasai,6,blueplanet,4,beauty,2,667640
4049,cartoon,112,wahkor,15,lumpini,7,1465413
4050,horoscope,124,chalermthai,12,social,7,4655182
4051,korea,105,chalermthai,39,blueplanet,11,643860
4052,mbk,50,home,9,social,7,284156
4053,horoscope,34,siam,9,bangrak,4,3106358
4054,sinthorn,107,social,3,silom,3,4001321
4055,social,74,home,42,food,28,376534
4056,siam,29,bangrak,24,lumpini,20,3104716
4057,tvshow,34,chalermkrung,29,0,0,225329
4058,ratchada,115,social,35,sinthorn,27,4039220
4059,isolate,53,chalermkrung,13,supachalasai,1,4530876
4060,rajdumnern,47,0,0,0,0,4667506
4061,sinthorn,31,lumpini,28,siam,10,4050809
4062,family,2,library,1,social,1,3922179
4063,social,10,ratchada,6,family,5,659846
4064,blueplanet,24,klaibann,12,theoldsiam,4,203270
4065,blueplanet,13,mbk,3,family,1,658809
4066,sinthorn,7,greenzone,5,social,5,4672589
4067,sinthorn,146,social,39,silom,36,658580
4068,tvshow,129,korea,10,supachalasai,7,4016566
4069,rajdumnern,176,mbk,26,silom,14,4524112
4070,supachalasai,19,korea,4,lumpini,3,1520292
4071,social,15,silom,11,bangrak,11,656996
4072,sinthorn,57,0,0,0,0,151516
4073,siliconvalley,43,isolate,1,0,0,1497175
4074,isolate,78,chalermkrung,22,siam,6,4655792
4075,mbk,65,social,15,food,11,2536632
4076,ratchada,32,mbk,10,social,3,101915
4077,ratchada,12,0,0,0,0,641433
4078,chalermthai,14,tvshow,5,beauty,3,4513236
4079,bangrak,60,siam,41,social,39,4654955
4080,sinthorn,138,home,29,silom,11,637047
4081,sinthorn,6,isolate,5,horoscope,4,1421275
4082,isolate,135,chalermkrung,28,region,5,637282
4083,supachalasai,89,tvshow,5,library,1,4551168
4084,sinthorn,217,home,3,lumpini,3,638351
4085,food,56,region,10,silom,8,1444442
4086,korea,66,chalermkrung,7,tvshow,7,1413944
4087,blueplanet,15,food,10,korea,8,154118
4088,sinthorn,7,silom,4,library,2,4671652
4089,horoscope,19,beauty,10,wahkor,4,2328250
4090,beauty,13,lumpini,6,supachalasai,3,1411472
4091,silom,22,social,19,wahkor,17,4545667
4092,siam,25,bangrak,17,supachalasai,15,3129236
4093,cartoon,34,chalermthai,7,library,2,4671462
4094,cartoon,9,sinthorn,7,ratchada,7,1562892
4095,cartoon,105,supachalasai,37,chalermthai,26,673057
4096,blueplanet,47,ratchada,36,region,23,369788
4097,tvshow,69,supachalasai,64,food,3,4655909
4098,siliconvalley,20,chalermthai,1,0,0,1444140
4099,supachalasai,41,lumpini,6,home,2,3137956
4100,mbk,16,isolate,9,siliconvalley,8,191473
4101,isolate,14,food,4,chalermthai,4,205257
4102,supachalasai,24,ratchada,8,klaibann,4,245476
4103,blueplanet,35,beauty,26,tvshow,16,2264841
4104,siam,10,social,9,bangrak,8,4665734
4105,korea,136,chalermthai,41,tvshow,35,2445280
4106,supachalasai,28,korea,1,0,0,2541711
4107,supachalasai,46,isolate,26,wahkor,19,2701177
4108,supachalasai,32,mbk,3,0,0,2251172
4109,sinthorn,119,silom,14,ratchada,5,3462118
4110,tvshow,84,korea,4,chalermkrung,4,2447094
4111,tvshow,2,jatujak,2,wahkor,1,2551677
4112,supachalasai,88,food,57,isolate,19,171204
4113,bangrak,29,silom,28,siam,24,2004792
4114,food,15,blueplanet,14,sinthorn,13,28475
4115,ratchada,42,silom,6,jatujak,4,2448995
4116,ratchada,15,social,1,gadget,1,171296
4117,sinthorn,67,isolate,1,silom,1,4661994
4118,bangrak,47,siam,25,chalermthai,17,210
4119,chalermthai,42,cartoon,10,tvshow,5,2191268
4120,ratchada,91,social,36,blueplanet,35,2163849
4121,ratchada,12,beauty,2,social,1,2609039
4122,ratchada,7,siliconvalley,6,mbk,1,2081510
4123,supachalasai,37,social,11,siliconvalley,9,2663557
4124,siliconvalley,14,art,9,siam,3,2662069
4125,rajdumnern,23,cartoon,22,sinthorn,18,246498
4126,jatujak,77,social,67,lumpini,32,2496949
4127,lumpini,6,jatujak,3,home,3,1060639
4128,bangrak,11,siam,11,social,9,2530571
4129,cartoon,39,chalermthai,24,tvshow,16,2328644
4130,isolate,12,bangrak,5,siam,5,2089597
4131,supachalasai,50,korea,18,tvshow,6,2478012
4132,sinthorn,22,food,3,blueplanet,2,2237291
4133,ratchada,52,social,12,home,3,2152956
4134,rajdumnern,13,0,0,0,0,4668623
4135,ratchada,12,lumpini,11,horoscope,10,2174076
4136,food,21,bangrak,21,social,19,1061482
4137,library,15,wahkor,7,religious,4,4662317
4138,rajdumnern,152,supachalasai,15,food,12,2377897
4139,chalermkrung,54,isolate,32,cartoon,18,2174590
4140,blueplanet,8,chalermthai,7,wahkor,3,2463966
4141,food,67,supachalasai,36,silom,15,1049607
4142,supachalasai,35,tvshow,4,siam,3,1072794
4143,sinthorn,152,ratchada,46,home,32,51009
4144,korea,75,chalermkrung,7,silom,6,1049069
4145,siam,6,bangrak,5,lumpini,3,2283622
4146,mbk,149,social,68,isolate,31,1047207
4147,korea,95,tvshow,34,sinthorn,6,2393220
4148,sinthorn,104,lumpini,8,siam,8,2583077
4149,mbk,6,social,5,camera,2,2267889
4150,mbk,81,home,70,food,58,2456367
4151,silom,7,bangrak,4,isolate,4,3432635
4152,home,37,sinthorn,14,social,7,176060
4153,supachalasai,123,wahkor,8,tvshow,8,2900719
4154,ratchada,66,wahkor,62,camera,23,1981123
4155,bangrak,13,social,5,siam,2,1585967
4156,supachalasai,72,tvshow,33,rajdumnern,7,1184973
4157,tvshow,15,social,11,supachalasai,7,227912
4158,mbk,28,siliconvalley,2,gadget,1,3315539
4159,cartoon,29,sinthorn,13,social,13,1459794
4160,bangrak,6,lumpini,6,siam,5,1445658
4161,chalermthai,8,siam,7,sinthorn,7,3128128
4162,lumpini,23,social,11,family,7,4668078
4163,ratchada,50,supachalasai,15,tvshow,13,180797
4164,ratchada,60,social,3,gallery,2,3129854
4165,klaibann,17,blueplanet,6,siam,1,1437299
4166,supachalasai,30,chalermthai,18,isolate,9,229191
4167,supachalasai,48,mbk,2,silom,1,1430310
4168,bangrak,47,siam,9,social,3,4667667
4169,sinthorn,89,korea,10,beauty,7,1403342
4170,cartoon,17,siam,11,supachalasai,8,3148918
4171,mbk,52,social,16,siliconvalley,10,240004
4172,supachalasai,23,blueplanet,8,region,5,1479687
4173,camera,43,gadget,17,blueplanet,16,181691
4174,siliconvalley,15,social,8,sinthorn,3,64529
4175,ratchada,24,gadget,3,home,2,3022171
4176,horoscope,39,beauty,10,region,3,3339685
4177,siliconvalley,24,home,14,korea,11,1576899
4178,social,23,wahkor,6,sinthorn,5,1567676
4179,isolate,80,chalermkrung,18,region,3,1563003
4180,tvshow,49,isolate,4,library,2,1553486
4181,jatujak,13,home,12,greenzone,5,4667406
4182,bangrak,27,siam,22,tvshow,15,1486247
4183,korea,36,wahkor,4,chalermkrung,2,3071797
4184,social,23,wahkor,21,siliconvalley,20,3084458
4185,isolate,109,ratchada,92,supachalasai,62,3085375
4186,supachalasai,63,sinthorn,26,tvshow,4,181908
4187,isolate,42,silom,24,social,13,3089872
4188,blueplanet,43,region,37,gallery,20,1495174
4189,food,14,siam,11,region,9,3153047
4190,chalermthai,30,cartoon,18,wahkor,6,3153474
4191,lumpini,59,silom,52,gadget,49,1379517
4192,blueplanet,9,region,9,food,8,3259289
4193,sinthorn,7,mbk,5,lumpini,2,1282935
4194,bangrak,9,lumpini,7,social,6,1229494
4195,beauty,16,family,4,lumpini,3,3247666
4196,isolate,8,0,0,0,0,4651440
4197,mbk,76,blueplanet,9,home,8,1267808
4198,siliconvalley,51,mbk,8,social,6,176609
4199,supachalasai,40,lumpini,20,wahkor,9,1254559
4200,silom,29,supachalasai,11,social,7,1301742
4201,social,8,tvshow,5,silom,4,1234412
4202,sinthorn,87,silom,15,isolate,8,1253626
4203,ratchada,53,sinthorn,24,silom,9,1236854
4204,bangrak,4,0,0,0,0,3262607
4205,food,83,social,6,region,6,1250124
4206,sinthorn,37,jatujak,23,beauty,22,4668025
4207,sinthorn,87,silom,11,isolate,4,1290084
4208,horoscope,10,beauty,6,bangrak,4,4652560
4209,writer,14,chalermkrung,6,library,4,231660
4210,horoscope,25,lumpini,23,sinthorn,19,3183429
4211,lumpini,15,food,15,beauty,13,1202183
4212,supachalasai,42,mbk,30,food,19,1359071
4213,isolate,89,chalermkrung,10,food,7,1358498
4214,supachalasai,23,mbk,12,social,5,3169036
4215,korea,159,chalermkrung,14,isolate,12,1203421
4216,korea,46,chalermkrung,1,tvshow,1,1353068
4217,siliconvalley,74,silom,7,social,6,4653034
4218,sinthorn,118,silom,8,siam,8,1313989
4219,bangrak,16,pantip,2,siliconvalley,2,3192613
4220,sinthorn,123,rajdumnern,79,cartoon,19,233306
4221,supachalasai,56,silom,8,social,5,3198005
4222,beauty,43,tvshow,40,isolate,19,3202123
4223,ratchada,16,siliconvalley,3,mbk,2,1318745
4224,siam,34,bangrak,15,tvshow,8,1212267
4225,bangrak,5,lumpini,3,pantip,3,1157815
4226,korea,84,isolate,8,tvshow,4,3342852
4227,siam,41,bangrak,39,region,1,1977652
4228,rajdumnern,78,library,8,mbk,1,241214
4229,siliconvalley,11,ratchada,4,region,4,4658439
4230,home,147,social,54,ratchada,18,1862931
4231,bangrak,30,siam,15,isolate,5,2819585
4232,korea,119,pantip,2,chalermkrung,1,215385
4233,siam,6,bangrak,5,0,0,1824285
4234,chalermthai,22,ratchada,17,chalermkrung,5,1816358
4235,library,29,supachalasai,20,silom,17,3385462
4236,siam,14,bangrak,12,social,11,2844850
4237,korea,19,tvshow,6,klaibann,3,4666902
4238,ratchada,27,home,23,social,5,187982
4239,tvshow,27,wahkor,25,region,25,1112524
4240,korea,21,tvshow,17,isolate,2,2853208
4241,supachalasai,11,tvshow,8,rajdumnern,5,1775246
4242,korea,65,isolate,13,supachalasai,6,1774035
4243,korea,257,chalermkrung,112,lumpini,31,1769928
4244,tvshow,131,pantip,4,sinthorn,3,1900391
